ID	x1.GSM436883.CEL	x1.GSM436884.CEL	x1.GSM436885.CEL	x1.GSM436886.CEL	x1.GSM436887.CEL	x1.GSM436888.CEL	x1.GSM436889.CEL	x1.GSM436890.CEL	x1.GSM436891.CEL	x1.GSM436892.CEL	x1.GSM436893.CEL	x1.GSM436894.CEL	x1.GSM436895.CEL	x1.GSM436896.CEL	x1.GSM436897.CEL	x1.GSM436898.CEL	x1.GSM436899.CEL	x1.GSM436900.CEL	x1.GSM436901.CEL	x1.GSM436902.CEL	x1.GSM436903.CEL	x1.GSM436904.CEL	x1.GSM436905.CEL	x1.GSM436906.CEL	x2.GSM754995.CEL	x2.GSM754996.CEL	x2.GSM754997.CEL	x2.GSM754998.CEL	x2.GSM754999.CEL	x2.GSM755000.CEL	x3.GSM85143.CEL	x3.GSM85144.CEL	x3.GSM85145.CEL	x3.GSM85146.CEL	x3.GSM85147.CEL	x3.GSM85148.CEL	x3.GSM85149.CEL	x3.GSM85150.CEL	x3.GSM85151.CEL	x3.GSM85152.CEL	x3.GSM85153.CEL	x3.GSM85154.CEL	x3.GSM85155.CEL	x3.GSM85156.CEL	x3.GSM85157.CEL	x3.GSM85158.CEL	x3.GSM85159.CEL	x3.GSM85160.CEL	x3.GSM85161.CEL	x3.GSM85162.CEL	y.P	y.A384	y.A744	y.A1224	y.A1824	y.A2496	y.B384	y.B744	y.B1224	y.B1824	y.B2496	y.C384	y.C744	y.C1224	y.C1824	y.C2496	y.D384	y.D744	y.D1224	y.D1824	y.D2496	y.E384	y.E744	y.E1224	y.E1824	y.E2496	y.F384	y.F744	y.F1224	y.F1824	y.F2496	
yajO	-0.915684112496454	-0.493150807496454	-0.752096285496453	-1.17813271249645	-0.950951342496454	-0.884464066496454	0.321679332503546	0.243584832503547	0.787612572503546	1.32944337250355	1.08213071250355	1.31415943250355	-1.02954399849645	-1.27909798349645	-0.654056637496453	-1.20573989149645	-1.53787536549645	-1.63870649749645	0.313910092503546	-0.414080497496453	-0.0544751574964533	1.19125676250355	1.37193482250355	1.40752884250355	0.00573651250354601	-0.0891418074964534	0.101992862503547	-0.578402577496453	-0.614664687496454	-0.975017910496454	-0.655386767496454	-0.949941267496454	-1.18915858349645	-1.21014024049645	-1.18835365349645	-2.18118688349645	-0.806069563496454	-1.13140242649645	-0.848615310496454	-0.474127817496454	-0.834961990496454	-1.53231222149645	-1.69239558049645	-1.52474795149645	-1.29968435749645	-1.00258221949645	-0.840376897496453	-1.32159227249645	-1.24316521049645	-1.63142716849645	-0.491750483595363	-0.509333483595363	-0.570298483595363	-0.694714483595363	-0.639864483595363	-0.697581483595363	-0.559022483595363	-0.604699483595363	-0.553289483595363	-0.564374483595363	-0.633557483595363	-0.510862483595363	-0.530737483595363	-0.609668483595363	-0.752622483595363	-0.765809483595363	-0.487928483595363	-0.621326483595363	-0.664136483595363	-0.617886483595363	-0.650758483595363	-0.525004483595363	-0.571445483595363	-0.620753483595363	-0.605655483595363	-0.655727483595363	-0.524048483595363	-0.573547483595363	-0.620753483595363	-0.613108483595363	-0.679998483595363
yliG	0.140123153381847	0.195136861381847	-0.102066300618153	-0.245014187618153	0.0577621913818476	0.115804585381847	-0.172339632618153	0.0209233493818477	-0.338336413618153	-0.371745526618152	-0.0506277256181527	-0.443236873618153	0.457997471381846	0.502885664381846	0.000654643381846398	0.169348738381847	0.155048597381848	0.381648842381846	0.0407371643818468	0.224672783381846	0.290244068381847	-0.029107179618153	-0.328262857618153	-0.0219706296181528	-0.944635022618153	-0.915585781618153	-1.02487962261815	0.338978950381847	0.193519293381847	0.147451237381848	0.397098286381848	0.610054183381846	0.486155057381847	0.316228350381847	0.232051406381848	0.0441988743818467	0.0703854333818477	0.0143492343818465	-0.153838538618153	-0.229859622618154	-0.370949047618153	0.152245962381848	0.268703135381847	0.0693246523818463	-0.0188924636181529	-0.0794113086181536	-0.0373947306181535	0.339648051381847	0.113858656381847	0.157150387381847	-0.0840342242876515	-0.0203932242876514	0.0824267757123489	0.143009775712349	0.0969507757123487	0.0327367757123489	-0.0349182242876513	0.254238775712349	0.0436307757123489	0.0478347757123485	0.0579637757123486	-0.102955224287651	0.0392347757123486	0.0749727757123488	-0.231575224287651	-0.257949224287651	0.0277677757123489	0.125236775712349	0.224998775712349	0.348649775712349	0.345591775712349	-0.00548622428765144	0.0520397757123487	0.0619777757123487	0.0596837757123487	0.156578775712349	-0.116906224287651	0.0296787757123487	0.0537587757123488	0.0937017757123488	0.137658775712349
rnc	0.92848168520225	0.66913268520225	0.67489330520225	0.39833499520225	0.59450778520225	0.559316865202248	0.489439575202249	0.630329225202249	0.739258695202249	0.550352755202249	0.446639695202249	0.439248165202249	0.19120949520225	0.220611545202249	0.484140575202249	-0.659635902797751	-0.686469650797751	-0.797277451797751	-0.0600027947977502	-0.533913894797751	0.330363465202248	0.23884252520225	-0.13886988979775	-0.0830157107977509	0.19301577520225	0.218236035202249	0.285669625202249	0.70826594520225	0.903399475202249	0.631817385202249	-0.0544491947977512	-0.0947641557977512	0.269146745202249	-0.350193993797751	0.166171215202249	-0.346610917797751	-0.270507293797751	-0.659216037797751	-0.687708955797751	-0.211655750797751	-0.396074574797751	-0.440709684797751	-0.646868587797751	-0.217107557797751	-0.518158578797751	-0.150825347797751	-0.36590419379775	-0.316938856797751	-0.378123664797752	-0.200386299797751	-0.0300040357214617	0.0267579642785383	0.0537049642785385	0.0321089642785384	0.0108949642785383	0.0789319642785382	0.0397529642785384	0.0141439642785386	-0.0147140357214615	-0.0332530357214615	0.0191129642785386	0.0185399642785384	0.0405179642785383	0.0494999642785383	0.162257964278538	0.0942209642785383	-0.0141410357214617	0.0537049642785385	0.0860029642785385	0.120976964278539	0.127474964278538	-0.00133603572146157	0.0105129642785382	0.00592596427853831	0.0141439642785386	0.0294329642785383	0.0378419642785386	-0.0206390357214614	0.0286689642785385	0.0340199642785386	0.0745359642785384
slt	-0.832356548073214	-1.01297572007321	-0.832806054073215	-1.01459367107321	-0.921116872073215	-1.03869975707321	-0.703189121073214	-0.575679561073214	-0.743931411073214	-0.363414121073214	-0.851372997073215	-1.05582792607321	-1.01716040207321	-1.13058381107321	-1.11032447107321	-1.49544910907322	-1.64964536307321	-1.50716177607321	-0.720918351073214	-1.38624794107321	-0.901136985073215	-0.679012381073214	-0.764191571073214	-0.771653681073214	-1.01726549707321	-1.13053659307321	-1.16028945007321	-1.05098250607321	-1.13788694107321	-1.07833676207321	-0.619723321073215	-0.685788831073214	-0.630466031073214	-0.155689151073215	-0.632886411073214	-0.815487446073215	-0.681801491073214	-0.737342781073215	-0.717344881073215	-0.834609805073214	-0.861803508073214	-0.766357801073214	-0.806843823073214	-1.04723423507321	-0.772517661073215	-0.759086931073215	-0.245050801073214	-0.587257671073214	-0.588229031073215	-0.625208161073214	-0.753345236878014	-0.799403236878014	-0.788128236878014	-0.830173236878014	-0.822910236878014	-0.818324236878014	-0.794243236878014	-0.830937236878014	-0.900694236878014	-0.884450236878014	-0.865720236878014	-0.784688236878014	-0.780292236878014	-0.793097236878014	-0.927450236878014	-0.914837236878014	-0.833613236878014	-0.788128236878014	-0.741113236878014	-0.851960236878014	-0.872600236878014	-0.826160236878014	-0.780292236878014	-0.781821236878014	-0.838391236878014	-0.885787236878014	-0.871263236878014	-0.828262236878014	-0.777616236878014	-0.808768236878014	-0.783923236878014
fkpA	0.491321398185537	0.946656578185538	0.475534388185537	0.400028228185537	0.481629118185538	0.490671068185536	0.525111838185538	0.779200408185536	0.613068498185537	0.243578528185537	0.088796062185537	-0.0577642028144627	0.972535128185537	0.869011598185537	0.462576008185536	0.201109846185537	0.115322916185537	0.125767123185536	0.556841548185536	0.158715538185538	1.03741266818554	0.101364809185537	0.136043189185537	0.289015208185537	-0.645401933814464	-0.564108679814463	-0.856549673814463	0.176990623185537	0.140150333185536	0.0898938821855371	0.286910648185536	0.248621998185538	0.222898898185537	0.395659508185537	0.0963285341855364	-0.0652283578144637	0.411007118185537	0.151139399185537	0.269297208185536	0.430367778185538	0.479575528185537	-0.102665537814463	-0.191525726814463	-0.0933162698144638	-0.515049964814462	0.0297676741855373	-0.341440027814462	-0.566227563814463	-0.570890543814462	-0.482440331814463	0.0172721143582621	0.190040114358262	0.199214114358262	0.265530114358262	0.236672114358262	0.267824114358262	0.149141114358262	0.194627114358262	0.128119114358262	0.165959114358262	0.216605114358262	0.128883114358262	0.180675114358262	0.187173114358262	0.0809131143582622	0.102892114358262	0.159270114358262	0.199978114358262	0.193671114358262	0.240112114358262	0.259606114358262	0.154684114358262	0.176853114358262	0.148950114358262	0.163857114358262	0.211254114358262	0.178764114358262	0.173413114358262	0.182777114358262	0.187173114358262	0.190040114358262
ydiI	-0.0399402313735813	0.580992677626417	0.579265457626418	0.585533157626418	0.675481877626417	0.839057727626418	-0.196600943373582	-0.265126146373582	-0.714160804373583	-0.549831387373581	-0.182721096373582	-0.761240938373582	0.726790827626418	0.452825537626419	-0.532002776373583	0.236426817626418	-0.220960009373583	-0.698361588373581	0.170754247626418	-0.448100130373582	0.550464047626418	0.100154199626418	0.0623034336264183	-0.0918718763735811	1.06649141762642	1.02569481762642	1.19832661762642	0.727878327626419	1.04503119762642	0.834357467626418	-1.09436901437358	-0.852891639373581	-0.771822770373582	-0.659989895373583	-0.847462369373583	-1.16465094937358	-0.653710406373582	-1.32161505937358	-0.845861099373582	-0.607544855373582	-0.686331144373582	-0.904170689373583	-0.686725783373582	-0.830597296373583	-0.606228320373582	-0.758291111373582	-0.534078874373582	-0.994437724373581	-0.775199769373582	-0.564800566373583	-0.209482266235804	-0.154823266235804	-0.209673266235803	-0.245985266235803	-0.267581266235803	-0.304084266235803	-0.232798266235803	-0.186357266235803	-0.219993266235803	-0.185593266235804	-0.346511266235803	-0.174699266235804	-0.152721266235803	-0.171832266235803	-0.156161266235803	-0.259936266235803	-0.121378266235803	-0.136285266235803	-0.185211266235803	-0.253248266235803	-0.238532266235803	-0.244456266235803	-0.212349266235803	-0.183299266235804	-0.211776266235804	-0.276372266235803	-0.176802266235804	-0.201838266235804	-0.199736266235803	-0.213113266235804	-0.210438266235804
ftsK	-0.0843895594882191	0.25814382251178	-0.13715069448822	0.29479541251178	0.401502292511781	0.454524522511781	0.73842180251178	0.573042812511781	0.270148162511781	0.544079172511781	0.218149722511781	0.176836282511781	-0.192811013488219	0.0946774025117811	0.295634372511781	-0.422615982488219	-0.41926922548822	-0.657497971488219	0.20346300251178	-0.544675928488219	0.125463732511781	0.286730882511781	0.0202647525117801	0.0889502825117798	-0.958793339488219	-1.00431966848822	-0.99540359148822	-0.28723267948822	-0.34554052748822	-0.20793804948822	-0.578912973488219	-0.576473475488219	-0.48438352748822	-0.902434410488219	-0.658259415488219	-0.992979981488219	-0.578995412488219	-0.566263222488219	-0.797679417488219	-0.299944988488219	-0.55420649548822	-0.635975529488219	-1.07777940648822	-0.819434666488219	-0.747846822488219	-0.788394293488219	-0.798663031488219	-1.13577591948822	-0.651645079488219	-1.07960820948822	-0.266031481537585	-0.316486481537585	-0.404781481537585	-0.368469481537585	-0.361589481537585	-0.350313481537585	-0.369042481537585	-0.340948481537585	-0.310752481537585	-0.356047481537585	-0.366176481537585	-0.301961481537585	-0.401532481537585	-0.357002481537585	-0.315339481537585	-0.376113481537585	-0.315912481537585	-0.366176481537585	-0.297565481537585	-0.225133481537585	-0.252080481537585	-0.332157481537585	-0.343242481537585	-0.297565481537585	-0.361971481537585	-0.372291481537585	-0.341904481537585	-0.335406481537585	-0.322792481537585	-0.345535481537585	-0.298139481537585
thrA	0.740379604966554	1.10624107496655	0.648503844966553	2.79535805496655	2.73050207496655	2.58362922496655	3.36426530496655	3.07587358496655	3.25745308496655	2.71483975496655	2.58914698496655	2.94869707496655	0.947861874966554	0.353096704966553	1.30773628496655	2.56750210496655	2.74949586496655	2.32069714496655	0.0524435849665537	-0.718905648033447	1.83690806496655	2.67225226496655	2.67608233496655	2.74357279496655	-0.748132002033445	-0.840788064033447	-1.03007590503345	-0.515045095033447	-0.398843245033445	-0.517178605033447	-0.219872425033445	-0.419852675033447	-0.330488355033445	-0.226425275033446	-0.266834865033447	-0.510433545033447	-0.624668875033446	-0.169147275033446	-0.219245085033446	-0.379756295033445	-0.465125165033447	-0.0804753650334469	-0.0552463450334457	0.0773869949665542	0.0324685649665533	-0.370858285033446	-0.0128770950334456	-0.130730025033445	-0.270902495033447	-0.420137725033445	0.914481644805209	0.752988644805209	0.651124644805209	0.661827644805209	0.704254644805208	0.671956644805209	0.830008644805209	0.622457644805209	0.689538644805209	0.724130644805209	0.446822644805209	0.851222644805209	0.824848644805209	0.781274644805209	0.717823644805208	0.733113644805209	0.717823644805208	0.665840644805209	0.986149644805209	0.936459644805208	0.907601644805208	0.786051644805209	0.786051644805209	0.790447644805209	0.721455644805209	0.728717644805209	0.704254644805208	0.641378644805209	0.736744644805209	0.689538644805209	0.694316644805208
yggN	-0.429629049929739	-0.257837049929739	-0.437298479929739	-0.449583919929738	-0.415861519929738	-0.475674689929738	-0.0561352099297387	-0.0657890099297376	0.0769301000702622	-0.162824949929737	-0.493540919929737	-0.456303269929737	-0.387875019929737	-0.166377509929738	-0.611625000929738	-0.785869699929737	-1.27345835992974	-1.16639918392974	-0.195363449929738	-0.967315142929738	-0.547608107929738	-0.366693989929738	-0.279321549929739	-0.260702899929738	-1.75002690692974	-1.14781255192974	-1.37488914792974	-0.192092849929738	-0.224632929929738	-0.293649029929737	-0.428978219929737	-0.388747199929737	-0.268149179929738	-0.155425499929738	-0.462425569929739	-0.556377421929739	-0.249592309929739	-0.396115159929739	-0.323185729929738	-0.195616789929739	-0.193190569929738	-0.311170179929738	-0.420407089929737	-0.667587072929738	-0.138863379929738	-0.903287681929738	-0.639950123929738	-0.771932563929738	-0.598814184929738	-0.901489562929738	-0.486206859236479	-0.480091859236479	-0.434223859236479	-0.504553859236478	-0.360453859236479	-0.381475859236478	-0.453144859236478	-0.462890859236479	-0.492513859236479	-0.461744859236478	-0.492131859236479	-0.396956859236479	-0.446263859236478	-0.443396859236479	-0.423712859236479	-0.559786859236479	-0.428490859236478	-0.466521859236479	-0.451806859236478	-0.598391859236479	-0.501687859236478	-0.464037859236479	-0.473402859236479	-0.497864859236479	-0.555199859236478	-0.477606859236479	-0.466521859236479	-0.466904859236478	-0.535514859236478	-0.524429859236478	-0.464037859236479
kdgR	1.10232061240524	1.07530002240524	1.03513188140524	1.19576784240524	1.33104641240524	1.51473679240524	0.933244811405244	1.04094563640524	0.982328966405245	1.18900659240524	0.753570857405244	0.822617209405244	0.854775159405245	0.908909231405243	0.585483270405243	0.428446266405244	0.368892396405244	0.006011614405244	0.633885809405244	-0.136521427594756	0.651386192405244	1.33404408240524	0.935121143405244	1.14046220240524	-3.06793345159476	-2.52888035559476	-2.02824935759476	-1.55499298159476	-3.68479355159476	-2.59394372859476	-0.466156642594756	-0.443359503594756	-0.255990126594757	-0.00522736359475573	-0.283501920594755	-0.308882120594756	-0.0125978005947562	-0.298668700594757	-0.218899822594755	-0.517981980594756	-0.652584275594757	-0.255592695594757	-0.209555264594757	-0.478663085594755	0.0215218954052432	0.00888895840524384	0.135672514405243	-0.158480442594756	-0.218514919594757	0.192928013405243	0.02260021680268	0.0180132168026801	0.07248121680268	0.0550902168026797	0.0151472168026801	-0.0211647831973201	0.02642221680268	0.00540021680267966	0.00922221680268009	0.0380812168026798	0.0122802168026799	0.0122802168026799	0.0220272168026798	0.0180132168026801	-0.00778678319732018	0.04457921680268	0.0550902168026797	0.02871621680268	0.0243202168026797	-0.0154317831973203	0.0130452168026798	0.00406221680268004	0.0380812168026798	0.00406221680268004	0.00406221680268004	-0.0282357831973203	-0.0232667831973203	-0.02192978319732	0.02374721680268	0.0312002168026799	-0.00281778319732018
